response_time,availability,throughput,successability,reliability,compliance,best_practices,latency,documentation,service_name,wsdl_address,service_classification,service_class_name
97.33,88,1.7,96,73,78,80,1.33,59,DOTSYellowPages,http://trial.serviceobjects.com/yp/YellowPages.asmx?wsdl,2,Gold
223.6,95,14.6,99,73,100,84,9.4,31,splitterService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/splitter.wsdl,1,Platinum
290.3,86,4.4,86,53,89,66,97.47,4,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_2d_structure.pepcoil?wsdl,4,Bronze
64.75,86,7.8,86,67,100,77,7.95,11,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/CA/AWSECommerceService.wsdl,3,Silver
339.0,87,11.7,95,67,78,72,48.0,3,TRMDemoBPService,http://140.115.51.161:8080/bpelengine/services/TRMDemoBP?WSDL,3,Silver
1134.14,62,1.9,63,73,89,80,1.32,92,FileService,http://d-platform.com/filews/filews.asmx?wsdl,3,Silver
455.94,64,4.9,64,53,89,66,17.53,6,TexServices,http://admin.brandedsms.com/TexServices.asmx?wsdl,4,Bronze
256.96,85,4.5,86,53,89,66,81.0,9,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/services/nucleic_motifs.dreg?wsdl,4,Bronze
227.6,86,14.5,95,73,100,84,10.6,39,distmatService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/distmat.wsdl,1,Platinum
411.83,66,2.7,66,80,89,83,78.5,2,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=9,4,Bronze
163.0,85,1.8,95,60,100,74,42.33,5,TaxDataComplete,http://ws.strikeiron.com/TaxDataComplete?WSDL,3,Silver
503.67,63,4.9,64,73,89,75,18.0,35,webservice,http://www.jdesign.ru/server.php?wsdl,4,Bronze
665.5,85,2.1,95,73,100,80,29.38,87,rt_info,http://www.cts.com.pl/webservices/rt_info.asmx?wsdl,1,Platinum
267.43,86,5.7,87,53,89,66,77.39,1,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_gene_finding.marscan?wsdl,4,Bronze
225.5,86,10.1,86,73,78,84,2.0,40,PingPong,http://www.gama-system.com/webservices/pingpong.asmx?wsdl,2,Gold
184.75,92,4.7,97,73,78,84,1.75,4,WebSitePulseService,http://www2.websitepulse.com/wsdl/wsp.wsdl,3,Silver
785.0,83,10.8,84,83,78,91,46.0,3,SMSWS,http://smsinter.sina.com.cn/ws/smswebservice0101.wsdl,3,Silver
432.0,86,8.8,95,80,100,86,1.29,5,Glide,http://www.service-now.com/demo/sys_user.do?WSDL,2,Gold
235.25,94,8.1,98,73,78,80,93.5,7,WSDLInteropTestDocLitService,http://mssoapinterop.org/asmx/WSDL/WSDLInteropTestDocLitService.wsdl,3,Silver
227.0,92,0.9,97,58,100,75,8.0,34,plotorfService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/plotorf.wsdl,3,Silver
114.0,86,17.9,86,73,89,84,3.0,8,Service1,http://www.smileyberks.com/webservices/SmileyWebServices/Service1.asmx?wsdl,2,Gold
255.08,12,8.1,13,53,78,71,6.34,62,OnlineMessenger,http://www.nims.nl/soap/oms2.wsdl,4,Bronze
115.0,86,8.8,86,73,78,84,61.5,34,Zip2Geo,http://ws.cdyne.com/ziptogeo/zip2geo.asmx?wsdl,2,Gold
1783.25,93,1.9,93,53,67,50,14.25,7,wsTravelService,http://www.intraveller.com/travelservice/wstravelservice.asmx?WSDL,4,Bronze
146.0,90,6.7,97,73,78,84,12.67,2,GoogleSearchService,http://interconnected.org/googlematic/src/GoogleSearch.wsdl,3,Silver
872.0,83,15.4,84,78,89,89,14.0,66,Discordian,http://www.compkarori.com/wsdl/discordian.wsdl,1,Platinum
222.6,85,15.6,95,73,100,84,6.0,34,emowseService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/emowse.wsdl,1,Platinum
233.0,94,14.5,98,58,100,75,11.4,34,pepinfoService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepinfo.wsdl,2,Gold
165.0,92,25.6,97,89,78,93,1.0,11,eUtilsService,http://www.ncbi.nlm.nih.gov/entrez/eutils/soap/efetch.wsdl,1,Platinum
263.0,83,13.2,84,67,100,82,104.0,7,SvnAdmin,http://www.projxpert.com/Service/v1/SvnAdmin.asmx?wsdl,3,Silver
184.5,90,9.4,97,60,78,69,33.62,88,XigniteInsider,http://xignite.com/xInsider.asmx?wsdl,2,Gold
101.84,14,10.6,15,60,89,69,3.29,90,ODWS,http://solveit4odos.brinkster.net/odws/odws.asmx?WSDL,4,Bronze
140.0,89,7.0,96,73,78,84,9.67,5,GoogleSearchService,http://www.ncc.up.pt/~zp/aulas/0203/adi/aulas/serve/wsdl/GoogleSearch.wsdl,3,Silver
345.0,72,10.3,72,83,89,93,2.0,12,SerClsPeticionSOAPTPVPCservice,http://sas-d.sermepa.es/TPV_PC/wsdl/SerClsEntradaTPVPCv3d0ssl.wsdl,2,Gold
143.0,83,15.9,84,73,78,84,23.0,57,NewsSearchService,http://www.flash-db.com/services/ws/newsSearch.wsdl,2,Gold
206.8,89,2.5,96,73,100,84,6.2,32,geeceeService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/geecee.wsdl,2,Gold
130.25,79,2.4,79,73,78,84,93.75,94,IP2Geo,http://ws.cdyne.com/ip2geo/ip2geo.asmx?wsdl,2,Gold
789.0,84,2.5,84,67,78,72,608.0,58,PrixElementPrestaServiceProxy,http://www.amplitude-voyages.biz/TOP_WS/WebServices/PrixElementPrestaService.wsdl,3,Silver
217.5,86,11.7,86,73,89,84,99.0,91,Weather,http://www.deeptraining.com/webservices/weather.asmx?wsdl,1,Platinum
142.5,93,4.4,98,73,78,84,26.75,95,ClientService,http://www.textdisguise.com/TextDisguise/ClientService/ClientService.asmx?wsdl,1,Platinum
64.4,95,4.1,99,73,100,80,9.0,39,SMSMessagingService,http://www.strikeiron.com/WebServices/SMSMessagingService.asmx?WSDL,1,Platinum
138.5,46,10.0,46,73,89,75,5.0,39,BiologicalMarkupService,http://services.bio.ifi.lmu.de:1046/prothesaurus/services/BiologicalMarkupService?wsdl,4,Bronze
555.0,83,5.6,84,73,89,84,111.0,4,addressMeister.comService,http://addressmeister.bizware.com/service/wsdl/server.soap.2.wsdl,3,Silver
2123.0,100,8.8,100,73,100,84,4.0,2,Service1,http://www.agiledeveloper.com/venkat/wsmay2005/Service1.asmx?wsdl,3,Silver
179.0,85,1.1,95,60,100,74,47.0,76,BusinessOrGovernmentalLookup,http://ws.strikeiron.com/RatchetSoft.StrikeIron/BusinessOrGovernmentalLookup?WSDL,2,Gold
3283.0,92,1.6,93,73,78,80,35.75,38,Search,http://voservices.net/filter/ws_v2_1/search.asmx?WSDL,4,Bronze
163.25,87,1.7,95,73,100,80,0.25,42,BirdwellMusicServices,http://www.birdwellmusic.com/BirdwellMusicServices.asmx?wsdl,2,Gold
121.46,61,13.9,62,67,89,77,9.15,5,AutoService,http://www.autojockey.net/AutoService.asmx?wsdl,4,Bronze
173.0,46,3.8,47,78,89,89,4.83,93,Personne,http://synergiciel.cecam.net/Cecam.SynergicielV2.Ws/Personne.asmx?WSDL,2,Gold
366.0,88,8.3,88,73,100,84,52.0,11,ITranslateSvc,http://office2003research.translate.ru/ResearchService/ITranslateSvc.asmx?wsdl,2,Gold
311.25,56,7.0,56,83,89,91,7.0,24,OMIM,http://xml.nig.ac.jp/wsdl/OMIM.wsdl,3,Silver
303.74,85,4.5,86,53,89,66,110.44,1,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_repeats.etandem?wsdl,4,Bronze
246.25,88,6.3,96,73,100,80,17.0,58,LandmarkService,http://www.terraservice.net/LandmarkService.asmx?WSDL,1,Platinum
83.42,66,1.6,66,73,67,84,3.67,87,PublicCalendar,http://webservices.serviceu.com/v1/publiccalendar.asmx?WSDL,3,Silver
105.5,56,9.4,56,83,89,91,33.25,2,RrnascanService,http://www.vbi.vt.edu/~pathport/services/wsdls/rrnascan.wsdl,3,Silver
191.0,84,5.4,84,53,89,66,97.0,2,cotsService,http://www.sussexcountyde.gov/webservice/cots.cfc?wsdl,4,Bronze
115.4,96,18.7,99,80,78,87,1.4,93,FullerData_x0020_High_x0020_Score_x0020_Service,http://www.fullerdata.com/ScoreWS/HighScore.asmx?wsdl,1,Platinum
187.0,65,10.1,66,67,89,66,71.5,9,Primary,http://webservice.on-linecard.com/Merchant/Primary.asmx?wsdl,4,Bronze
53.0,97,11.6,99,73,78,84,2.0,38,QuoteofTheDay,http://www.swanandmokashi.com/HomePage/WebServices/QuoteOfTheDay.asmx?WSDL,1,Platinum
292.0,100,9.3,100,73,100,80,111.0,7,MetarService,http://www.pathfinder-xml.com/development/WSDL/MetarService.wsdl,2,Gold
1817.0,71,2.7,71,73,78,75,68.5,92,wsDomainDoctor,http://webservices.domaindoctor.be/wsDomainDoctor.asmx?WSDL,3,Silver
157.2,90,17.3,97,73,78,62,48.8,90,GBSCTHolidayService,http://www.holidaywebservice.com/Holidays/GBSCT/GBSCTHolidayService.asmx?wsdl,1,Platinum
257.67,88,8.9,88,67,78,72,16.67,9,RNAhybridImplementationService,http://bibiwsserv.techfak.uni-bielefeld.de/RNAhybrid/axis/RNAhybridPort?wsdl,3,Silver
93.5,86,9.0,86,73,78,84,3.0,36,DotnetDailyFact,http://www.xmlme.com/WSDailyNet.asmx?wsdl,2,Gold
282.0,85,3.7,86,53,89,66,69.7,2,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_translation.backtranambig?wsdl,4,Bronze
275.8,100,1.9,100,67,100,82,45.8,10,est2genomeService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_global.est2genome.derived?wsdl,2,Gold
374.25,56,5.4,57,60,78,79,45.75,8,IAddressservice,http://webservices.hanft.de/wsdl/IAddress,4,Bronze
190.0,83,33.2,84,80,89,83,1.0,7,walker_service,http://www.walkermowers.com/ws/services.wsdl,1,Platinum
216.0,93,7.5,98,73,100,80,1.5,9,SeqReferenceInfoEJB,http://www.migenas.mpg.de/webservices/migenasWS/ProteinInfo?wsdl,2,Gold
311.8,93,12.1,98,58,100,75,7.8,42,octanolService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/octanol.wsdl,2,Gold
139.0,83,20.9,84,67,89,72,3.0,10,tipsService,http://www.flash-mx.com/mm/tips/tips.cfc?WSDL,3,Silver
151.22,93,13.6,93,73,78,62,1.44,11,Products,http://api.transvector2.it/products.asmx?Wsdl,3,Silver
606.5,56,3.3,57,67,78,82,311.5,93,JurisdictionLookupService,http://services.taxwatch.biz/rates/kansas/sstp.wsdl,3,Silver
579.58,98,1.2,98,60,100,72,106.15,2,eBayAPIInterfaceService,http://developer.ebay.com/webservices/401/eBaySvc.wsdl,3,Silver
78.82,88,17.1,96,73,78,62,33.09,4,SkyNodeWS,http://skyservice.pha.jhu.edu/SkyNode/TwoQZ/SkyNodeWS.asmx?wsdl,3,Silver
716.0,54,3.9,54,67,78,82,62.12,6,KEGG,http://soap.genome.ad.jp/KEGG.wsdl,4,Bronze
853.6,88,6.1,96,60,78,74,55.2,12,ConfigEditingService,http://www.25hoursaday.com/weblog/ConfigEditingService.asmx?wsdl,4,Bronze
180.0,83,13.5,84,73,78,84,7.0,9,eFetchService,http://www.ncbi.nlm.nih.gov/entrez/eutils/soap/v1.0/efetch.wsdl,3,Silver
143.65,19,4.1,19,60,78,79,9.69,6,AmazonSearchService,http://pesona.mmu.edu.my/~sbho/tic2211/08webSv/AmazonWebServices.wsdl,4,Bronze
89.6,88,18.7,96,67,78,58,32.0,4,HTTService,http://www.jacksonbrowne.com/Communities/HTT/WebService/HTTService.asmx?wsdl,4,Bronze
248.32,89,7.3,90,67,100,77,50.11,5,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/2005-03-23/FR/AWSECommerceService.wsdl,3,Silver
2282.75,78,2.4,79,73,78,80,2.75,11,LostvibeWebService,http://www.lostvibe.com/LostvibeWebService.asmx?wsdl,4,Bronze
192.0,83,24.0,84,83,89,91,8.0,67,LittServiceService,http://www.statsbiblioteket.dk/netbibservices/services/LittService?wsdl,1,Platinum
496.43,48,0.8,48,67,89,72,338.86,90,PoiManager,http://arcweb.esri.com/services/v2/PoiManager.wsdl,4,Bronze
793.17,48,1.7,48,67,89,72,2.34,5,DirSrvService,http://freemosp.51ditu.com/wsdl/DirSrv.wsdl,4,Bronze
127.0,88,2.1,89,73,100,80,7.33,66,AccountInfo,http://www.arcwebservices.com/services/v2006/AccountInfo.wsdl,1,Platinum
269.0,95,0.9,98,67,100,82,48.0,5,megamergerService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_consensus.megamerger.derived?wsdl,3,Silver
199.25,92,8.2,97,80,100,87,20.0,90,ProfileSettingsService,http://developer.statsbiblioteket.dk/netbibservice_ng/services/ProfileSettings?wsdl,1,Platinum
125.0,91,32.3,97,58,89,80,6.0,9,Compound2,http://mssoapinterop.org/stk/wsdl/compound2.wsdl,2,Gold
183.0,93,11.4,98,73,89,62,58.0,95,RateCalculatorService,http://www.27seconds.com/USPostalService/RateCalculator/RateCalculatorService.asmx?wsdl,1,Platinum
542.87,26,4.4,26,53,100,66,32.94,32,ReviewRequestManager,http://isb.oio.dk/oioservice/service/public/3/restricted/reviewrequestmanager.asmx?WSDL,4,Bronze
273.85,87,1.8,95,60,78,72,0.93,66,sfconnector,http://www.sforce.com/us/docs/sforce20.wsdl,3,Silver
314.0,83,14.3,84,73,89,75,28.0,7,Departements,http://tic01.tic.ec-lyon.fr/~muller/cours/websrv/be/Departements.wsdl,3,Silver
358.0,95,27.0,98,50,89,66,119.0,6,AddressBookService,http://oscar.snapps.com/projects/lotusphere/Webservices.nsf/AddressBook?wsdl,3,Silver
144.0,89,1.9,96,80,67,83,38.33,8,PopulationWS,http://www.abundanttech.com/webservices/population/population.wsdl,3,Silver
402.0,92,10.7,97,58,100,75,10.0,34,prettyplotService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/prettyplot.wsdl,2,Gold
3567.0,93,5.6,98,80,100,87,39.0,8,TWebService1,http://www.daten-management.com.br/WebServiceCGC.asmx?WSDL,3,Silver
130.08,95,13.1,99,67,78,82,21.16,91,USHolidayDates,http://www.holidaywebservice.com/Holidays/US/Dates/USHolidayDates.asmx?WSDL,1,Platinum
227.0,83,23.9,84,50,89,66,111.0,6,AddressBookService,http://oscar.snapps.com/projects/lotusphere/WebServices.nsf/AddressBook65.WSDL,4,Bronze
196.0,69,9.7,70,73,78,80,44.75,94,Palio_x0020_di_x0020_Siena,http://www.ilpalio.siena.it/Palio.asmx?wsdl,2,Gold
158.8,98,20.1,100,67,100,82,1.2,95,DataEnhancement,http://ws.strikeiron.com/DataEnhancement?WSDL,1,Platinum
413.62,99,8.9,100,80,89,83,2.0,7,hts,http://www.translated.net/hts/soap.php?wsdl,2,Gold
626.75,66,4.3,67,73,78,84,482.75,4,WSDLInteropTestRpcEncService,http://www.soapclient.com/interop/rpcEnc.wsdl,4,Bronze
149.67,86,11.2,95,73,100,84,82.0,3,LookingForStrategyServices,http://www.superderivatives.com/FX/LookingForStrategy/LookingForStrategyServices.asmx?wsdl,2,Gold
231.39,86,10.4,95,73,100,80,1.33,90,SearchEngineWSService,http://webservice.statsbiblioteket.dk/ws-netmusik-search/services/netmusik_wssearch?wsdl,1,Platinum
229.6,88,11.9,96,73,100,84,10.0,37,showseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showseq.wsdl,1,Platinum
425.0,56,6.1,56,58,78,80,10.0,10,WhiteMesaSoap12AddTestSvc,http://www.whitemesa.net/wsdl/soap12-add-test-int.wsdl,4,Bronze
1041.0,83,12.8,84,73,89,75,5.0,11,Presidential Election Results 2004,http://dietrich.ganx4.com/president/server.php?wsdl,3,Silver
123.67,87,8.9,95,73,78,84,8.67,2,GoogleSearchService,http://homepages.feis.herts.ac.uk/~bf8au/3COM0109/Assessment3/3_1/GoogleSearch.wsdl,3,Silver
231.8,94,15.3,98,73,100,84,5.8,32,showorfService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showorf.wsdl,1,Platinum
474.91,91,5.8,97,60,78,74,162.87,86,XigniteRealTime,http://www.xignite.com/xrealtime.asmx?WSDL,2,Gold
3356.5,91,1.5,97,60,78,79,19.07,91,Service,http://ejse.com/WeatherService/Service.asmx?wsdl,3,Silver
74.0,32,2.3,33,80,78,78,2.42,62,JSRMService,http://lqcd.jlab.org/wsdl/jsrm-glue.wsdl,4,Bronze
190.33,75,7.6,76,67,78,72,18.0,11,Gameshop,http://www.gameshop.nl/Webservice.php?wsdl,4,Bronze
246.0,86,8.0,86,73,78,80,74.5,91,Postcode_x0020_Finder,http://www.tarrantit.com/tarrantit/Pcode.asmx?wsdl,1,Platinum
266.92,72,1.4,72,80,100,83,2.34,2,processParticipant,http://covarm.tvu.ac.uk/processParticipant/wsdl/processParticipantSOAP.wsdl,3,Silver
388.25,57,1.1,59,67,89,72,237.25,85,PlaceFinderSample,http://arcweb.esri.com/services/v2/PlaceFinderSample.wsdl,3,Silver
185.0,71,13.6,72,67,89,72,5.5,3,SplitsTreeImplementationService,http://bibiserv.techfak.uni-bielefeld.de/wsdl/SplitsTree.wsdl,4,Bronze
341.4,86,1.9,95,58,78,75,27.6,3,siggenService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_3d_structure.siggen.derived?wsdl,4,Bronze
119.67,94,11.8,98,73,78,80,2.0,6,WSDLInteropTestDocLit,http://www.mssoapinterop.org/asmx/WSDL/InteropTestDocLit.wsdl,3,Silver
1376.0,99,8.2,95,83,89,91,856.0,63,ASPNLogin,http://aspn.activestate.com/ASPN/ASPN.wsdl,1,Platinum
492.13,88,6.8,96,60,78,74,1.33,95,XigniteVWAP,http://www.xignite.com/xvwap.asmx?WSDL,2,Gold
136.71,90,3.8,97,60,78,74,5.23,93,XigniteRegistration,http://www.xignite.com/xRegistration.asmx?wsdl,2,Gold
115.0,98,17.9,100,73,100,83,2.0,9,Batch_Transfer,http://genolator1.arl.arizona.edu/august/ws/batch.wsdl,1,Platinum
278.75,86,9.2,95,83,89,91,1.75,1,CalcService,http://www.opensoap.jp/package/samples/Calc/CalcService.wsdl,2,Gold
234.0,97,2.6,99,73,100,84,4.2,39,entretService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/entret.wsdl,1,Platinum
429.38,20,1.0,21,42,78,72,141.0,3,PayPalAPIInterfaceService,http://www.paypal.com/wsdl/PayPalSvc.wsdl,4,Bronze
323.0,83,23.9,84,83,89,91,9.0,67,finnwordsService,http://www.nickhodge.com/nhodge/finnwords/finnwords.wsdl,1,Platinum
157.0,93,4.7,98,60,100,74,45.5,23,zipinfo,http://ws.strikeiron.com/zipinfo?WSDL,3,Silver
179.29,44,1.9,45,67,89,72,5.58,7,NewsServiceClient,http://www.latte.be/NewsServiceClient.wsdl,4,Bronze
71.16,99,21.9,100,78,89,89,16.44,11,GuspmService,http://staff.vbi.vt.edu/pathport/services/wsdls/guspm.wsdl,1,Platinum
328.0,89,7.1,96,67,78,77,32.5,12,MarketSeg,http://webservices.seek.com.au/MarketSegment.asmx?wsdl,3,Silver
262.37,34,5.9,35,67,89,72,35.48,9,JExamInfoServiceService,http://jexam.inf.tu-dresden.de/axis/services/JExamInfoService?wsdl,4,Bronze
461.0,98,6.7,100,60,100,74,14.57,86,EconometricStats,http://ws.strikeiron.com/econometricstats?WSDL,1,Platinum
351.0,83,17.0,84,83,89,91,13.0,63,Directory,http://www.taet.com.au/Web+Service+Agent.nsf/DirectoryWSDL,1,Platinum
133.17,94,13.9,95,73,100,80,6.59,62,Utility,http://www.arcwebservices.com/services/v2006/Utility.wsdl,1,Platinum
142.17,46,5.8,47,73,89,84,5.5,60,Celsius42,http://www.ebob42.com/cgi-bin/Celsius42.asmx?wsdl,3,Silver
168.0,83,21.6,84,78,89,89,5.0,9,IDutchservice,http://www.ebob42.com/cgi-bin/NumberToWordsInDutch.exe/wsdl/IDutch,2,Gold
223.33,97,2.2,99,73,89,87,67.0,4,generate_login_token,http://www.bktaxtranscripts.com/webservices/create-account.wsdl,2,Gold
112.0,83,27.3,84,73,100,84,5.0,5,AreaService,http://www.eclipse.org/webtools/jst/components/ws/scenarios/ant/AreaService.wsdl,1,Platinum
179.5,98,8.0,100,80,100,87,0.5,12,iMobilWS,http://services.groupes.be/iMobilWebService/iMobilWS.asmx?WSDL,1,Platinum
196.0,83,32.8,84,83,89,91,3.0,57,GetOwamp,http://www-iepm.slac.stanford.edu/tools/soap/wsdl/old/get_owamp.wsdl,1,Platinum
259.8,88,13.4,96,67,100,82,45.2,5,msbarService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_mutation.msbar.derived?wsdl,2,Gold
212.5,100,1.5,100,73,78,80,1.0,90,K4TAirSellWS,http://ws.keyfortravel.com/webservices/K4TAirSell.asmx?wsdl,1,Platinum
189.5,94,3.8,98,73,89,62,1.5,5,Servicio_saneamiento,http://eriste.aragob.es/webServiceSaneamiento/Saneamiento.asmx?WSDL,3,Silver
64.75,57,1.4,59,67,100,77,2.25,32,FaxMessagingService,http://www.mail-archive.com/wsif-dev@ws.apache.org/msg00496/FaxMessagingService.wsdl,4,Bronze
278.87,86,4.9,86,53,89,66,84.0,4,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/enzyme_kinetics.findkm?wsdl,4,Bronze
241.5,78,7.7,79,67,89,72,71.5,10,AMIWebServiceService,http://www.usatlas.bnl.gov/~dladams/dial/releases/1.10/dial/dial_ws_ami/gsoap/dial_ws_ami.wsdl,4,Bronze
194.0,56,10.5,56,78,89,89,72.0,5,WMLP,http://www.witsml.org/api/131/WMLP.WSDL,3,Silver
3484.0,87,5.8,96,73,100,84,4.0,41,OddFactWebService,http://www.greatexpertise.com/OddFact/OddFact.asmx?wsdl,3,Silver
122.0,86,14.5,86,67,78,82,3.0,4,interopLabEchoHeader,http://mssoapinterop.org/asmx/header.asmx?wsdl,3,Silver
294.6,94,13.0,98,73,100,84,8.4,32,restrictService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/restrict.wsdl,1,Platinum
269.09,85,3.9,85,53,89,66,84.92,2,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.sigcleave?wsdl,4,Bronze
506.85,21,6.3,21,60,78,74,6.2,59,OnlineMessenger,http://www.myoms.net/soap/oms.wsdl,4,Bronze
280.39,86,6.4,86,53,89,66,88.78,8,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_3d_structure.seqwords?wsdl,4,Bronze
237.5,72,12.7,72,78,89,89,4.0,96,Wsession,http://synergiciel.cecam.net/Cecam.SynergicielV2.Ws/Wsession.asmx?WSDL,1,Platinum
130.14,88,20.5,96,80,78,83,19.28,1,ShoppingCartTest,http://enterconnect.enterpulse.com/WorksiteIntegrationPortal/WebServices/ShoppingCartTestContract.wsdl,2,Gold
117.0,91,1.8,97,73,78,84,43.0,4,FraudLabsWebService,http://ws.fraudlabs.com/fraudlabswebservice.asmx?wsdl#FraudLabsWebServiceSoap,3,Silver
84.86,87,1.9,95,73,100,80,19.86,41,WolframSearchService,http://webservices.wolfram.com/services/SearchServices/WolframSearch2.wsdl,2,Gold
437.8,90,7.3,97,60,89,69,256.07,4,Sisu,http://62.61.91.207/webservices/Sisu?WSDL,4,Bronze
241.2,100,1.1,100,73,100,84,6.6,33,pepstatsService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepstats.wsdl,1,Platinum
134.0,97,29.9,99,73,78,84,10.0,6,WSDLInteropTestListService,http://mssoapinterop.org/stkv3/wsdl/interopTestList.wsdl,1,Platinum
162.14,93,13.1,98,73,78,80,23.28,94,Context,http://pc-tambura.ipsi.fhg.de/AuthoringTools/WSTaxonomyLight/Context.asmx?wsdl,1,Platinum
837.0,72,6.8,72,67,89,72,135.5,1,ndfdXML,http://oscar.snapps.com/portal.nsf/WeatherService?WSDL,4,Bronze
518.8,97,9.7,99,58,100,75,8.8,40,lindnaService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/lindna.wsdl,2,Gold
4103.32,83,0.8,83,67,89,72,10.12,11,RPCSimapWSService,http://mips.gsf.de/proj/hobitws/services/RPCSimapService?wsdl,4,Bronze
279.74,85,4.0,85,53,89,66,67.44,7,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.pscan?wsdl,4,Bronze
38.0,71,21.1,72,73,78,84,2.0,2,XarayaSoap,http://rural.edu.ro/ws.php?wsdl,3,Silver
49.0,72,21.6,72,78,89,89,2.5,3,rbac_serverService,http://www.mexbrit.com/services/rbacService.php?wsdl,2,Gold
115.0,83,22.3,84,83,89,91,4.0,5,EmptySA,http://www.mssoapinterop.org/asmx/WSDL/emptysa.wsdl,1,Platinum
216.5,89,5.2,90,60,89,69,77.0,3,zipCodeClass,http://www.worldwildweb.biz/webservices/zipCodeWebService.cfc?wsdl,4,Bronze
538.0,97,15.8,99,58,89,75,9.0,6,AdminService,http://www.sdjs.gov.cn/services/AdminService?wsdl,3,Silver
322.65,95,7.6,99,60,78,74,0.75,93,XigniteSecurity,http://www.xignite.com/xsecurity.asmx?WSDL,2,Gold
486.5,99,5.5,100,80,89,65,60.0,62,PO,http://phaam.panasonic.com.my/barcode/po.asmx?wsdl,2,Gold
382.6,87,3.5,95,73,100,84,4.8,41,redataService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/redata.wsdl,2,Gold
846.0,87,6.8,96,73,78,84,20.2,94,ICD9,http://www.webservicex.com/icd9.asmx?WSDL,1,Platinum
152.0,96,4.9,99,60,100,79,51.0,73,EmailVerification,http://ws.strikeiron.com/emailverify_3_0?WSDL,1,Platinum
563.22,86,2.6,95,73,89,62,1.66,8,Servicio_etiquetado,http://eriste.aragob.es/webServiceEtiquetas/etiquetas.asmx?WSDL,4,Bronze
291.5,89,7.6,89,60,100,74,137.5,4,GlobalAddressInteractiveVerification,http://ws.strikeiron.com/GlobalAddressLocator?WSDL,3,Silver
148.0,94,17.1,98,73,100,80,2.5,1,SentencesService,http://wortschatz.uni-leipzig.de/axis/services/Sentences?wsdl,2,Gold
324.0,88,0.9,96,73,100,84,7.0,35,tfscanService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/tfscan.wsdl,2,Gold
317.0,95,23.8,98,73,100,80,22.0,7,DownloadService,http://www.samsung.com/au/support/WcmsService/DownloadService.asmx?WSDL,1,Platinum
154.0,71,14.4,72,73,89,80,5.5,5,retsinfoService,http://rep.oio.dk/retsinfo.dk/xml/wsdl/2003/12/15/RETSINFO_Api_Resolved.wsdl,3,Silver
188.31,100,11.8,100,67,100,77,6.23,6,AtcoResDirect,http://resdev.atcosoftware.net/ian/ws/directbook.asmx?WSDL,2,Gold
137.81,63,2.5,64,73,89,84,11.12,92,ServerTime,http://www.vbnetexpert.com/vsm/timeservice/servertime.asmx?wsdl,2,Gold
